Names	label_ar	label_nr	label_cdk2	label_st_kinase	label_pkinase	label_tryps	label_tlf	label_sp
1a8p	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1a8r	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1a8t	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1a97	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1a9p	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1a9s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aa6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aaq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ad4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1adb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1add	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ady	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ae1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ae8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1af7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1afe	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1afk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1afl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1afq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1afs	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ag9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1agw	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
1ah3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ah4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ahb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ahg	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ahh	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ai2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ai3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aj2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aj6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ajs	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ajv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ajx	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1akb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1al7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1al8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1alw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ama	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1amu	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1amw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1an0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1an5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ao0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1apt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1apv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1apw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aq1	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1aq7	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1aqb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aqi	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aqj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aql	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aqv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aqx	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aqy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1arg	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1art	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1asl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1aux	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1av5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1awq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1awu	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1axd	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1axw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ay0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1az1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1az8	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1azt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b0h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b0u	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b1h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b2h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b3d	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b3f	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b3g	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b3h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b3l	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b40	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b46	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b4h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b4p	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b4s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b4z	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b51	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b52	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b58	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b5e	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b5g	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1b5h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b5i	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b5j	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b62	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b63	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b66	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b6h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b6j	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b6k	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b6l	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b6s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b6t	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b7h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b7t	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b7y	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b8a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b8n	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b8o	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b8v	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b8y	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b99	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b9i	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b9j	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1b9s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bb5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bb7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bbp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bd0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bdb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bdm	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1be4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bfd	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bg2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bgq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bh6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
1bhx	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1bid	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bif	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bil	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1biw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bji	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bju	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1bjv	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1bjy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bkc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bkj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bkm	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
1bl4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bl6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bl7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bm7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bmd	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bmk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bn1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bn4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bnn	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bnv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bnw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bq4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bqo	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1br2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1br5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1br6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bs1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bs6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bu5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1buc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bw9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bx4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bx6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bxk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bxm	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bxs	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1byg	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
1byk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1byq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1byu	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bzc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bzj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bzs	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1bzy	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c0t	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c0u	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c1b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c1c	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c1d	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c1r	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1c1u	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1c1v	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1c1w	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1c1y	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c2g	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1c2j	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1c39	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c3i	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c3x	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c4k	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c4u	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1c4v	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1c5n	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1c5q	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1c5x	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1c6x	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c6z	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c80	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c81	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c82	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c87	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c88	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c8k	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c8v	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c9c	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c9d	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c9k	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c9u	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1c9w	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ca8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1cbf	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cbq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cbr	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cbs	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cdo	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cel	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cet	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cf2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cg4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cg6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cgk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ci0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cip	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ciz	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cj1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cjb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cjc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cjp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1ckm	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cl2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cm0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cm8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cmc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cnw	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cnx	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1coz	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cq6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cq7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cq8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cqp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cr1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cr2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cr4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1crb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1csn	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
1ctr	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cw2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cw3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cx4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cx9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cxv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cxz	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cy6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1cyd	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1czi	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d00	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d0k	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d0l	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d1s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d1t	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d2e	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d2n	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d2s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d3d	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1d3p	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1d3t	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1d4a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d4h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d4i	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d4l	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d4p	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1d4x	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d5c	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d6s	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d6w	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
1d7a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d7r	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d7u	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1d7v	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
